Käyttöönottovuosi,Merkki,Malli,Katsastusten lukumäärä,Hylkäys-%,Ajettujen kilometrien keskiarvo,Ajettujen kilometrien mediaani,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy,Kolmanneksi yleisin hylkäyssyy
2009,Volkswagen,POLO,1122,15.33,132000,120000,"Käyttöjarrun
dynamometritesti",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2009,Volkswagen,TIGUAN,547,12.43,212000,205000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2009,Volkswagen,TOURAN,529,20.6,236000,223000,"Jousitus ja
iskunvaimennus",Etuakselisto,Renkaat ja vanteet
2009,Volkswagen,TRANSPORTER,213,32.39,387000,381000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",Etuakselisto
2009,Volvo,Mallit yhteensä,7339,16.51,236000,227000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2009,Volvo,C30,170,17.06,156000,151000,Etuakselisto,,
2009,Volvo,S40,485,19.18,179000,173000,Etuakselisto,"Jousitus ja
iskunvaimennus",
2009,Volvo,S60,284,27.46,217000,215000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Etuakselisto
2009,Volvo,S80,387,12.66,253000,240000,Käyttöjarru,Taka-akselisto,Etuakselisto
2009,Volvo,V50,1921,20.93,220000,217000,Etuakselisto,"Jousitus ja
iskunvaimennus",
2009,Volvo,V70,2362,14.44,270000,256000,Taka-akselisto,Käyttöjarru,"Ohjausnivelet ja
-tangot"
2009,Volvo,XC60,1390,11.8,230000,225000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Käyttöjarru
2009,Volvo,XC70,229,12.66,236000,238000,,,
2010,Merkit yhteensä,Mallit yhteensä,57620,16.5,169000,158000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Alfa Romeo,Mallit yhteensä,119,35.29,143000,127000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
2010,Audi,Mallit yhteensä,3166,10.36,187000,180000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2010,Audi,A3,552,14.67,159000,155000,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti",Renkaat ja vanteet
2010,Audi,A4,1242,9.1,193000,186000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2010,Audi,A5,464,9.05,176000,170000,"Jousitus ja
iskunvaimennus",Käyttöjarru,
2010,Audi,A6,465,12.04,219000,213000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2010,Audi,Q5,218,5.05,196000,196000,,,
2010,BMW,Mallit yhteensä,2418,20.31,187000,181000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Etuakselisto
2010,BMW,1,309,17.15,148000,144000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,BMW,3,761,21.02,184000,179000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,BMW,5,760,22.76,216000,211000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Jousitus ja
iskunvaimennus"
2010,BMW,X1,286,25.17,178000,170000,Etuakselisto,Taka-akselisto,
2010,BMW,X5,141,15.6,201000,198000,,,
2010,Chevrolet,Mallit yhteensä,366,30.05,140000,126000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
2010,Chevrolet,CRUZE,179,25.7,145000,139000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Etuakselisto
2010,Chrysler,Mallit yhteensä,121,31.4,174000,170000,"Seisontajarrun
dynamometritesti",Etuakselisto,
2010,Citroen,Mallit yhteensä,1575,24.13,146000,135000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
2010,Citroen,C3,369,21.41,104000,100000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2010,Citroen,C3 PICASSO,202,30.2,158000,149000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2010,Citroen,C4,271,24.72,126000,119000,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)",Etuakselisto
2010,Citroen,C4 PICASSO,139,27.34,183000,175000,Etuakselisto,,
2010,Citroen,C5,331,22.05,198000,188000,Etuakselisto,"Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
2010,Dacia,Mallit yhteensä,175,33.71,135000,130000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Käyttöjarrun
dynamometritesti"
2010,Dacia,LOGAN,105,37.14,150000,143000,Etuakselisto,"Ohjausnivelet ja
-tangot","Käyttöjarrun
dynamometritesti"
2010,Dodge,Mallit yhteensä,250,41.6,167000,159000,Etuakselisto,Taka-akselisto,"Ohjausnivelet ja
-tangot"
2010,Dodge,JOURNEY,120,45.83,197000,179000,Etuakselisto,"Ohjausnivelet ja
-tangot","Seisontajarrun
dynamometritesti"
2010,Fiat,Mallit yhteensä,650,25.69,110000,102000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Ohjausnivelet ja
-tangot"
2010,Fiat,PUNTO,349,25.21,110000,99000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot","Sisäinen
valvontajärjestelmä
(OBD)"
2010,Ford,Mallit yhteensä,4472,19.28,162000,148000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2010,Ford,C-MAX,136,13.24,156000,150000,Etuakselisto,,
2010,Ford,FIESTA,956,23.74,114000,107000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2010,Ford,FOCUS,1473,18.13,150000,143000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Ford,FUSION,146,4.11,106000,102000,,,
2010,Ford,KA,113,24.78,98000,91000,Etuakselisto,,
2010,Ford,MONDEO,1226,17.7,200000,190000,"Jousitus ja
iskunvaimennus",Taka-akselisto,"Ohjausnivelet ja
-tangot"
2010,Ford,S-MAX,171,28.65,249000,227000,"Jousitus ja
iskunvaimennus",Taka-akselisto,"Ohjausnivelet ja
-tangot"
2010,Honda,Mallit yhteensä,1676,9.49,156000,146000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2010,Honda,ACCORD,313,12.14,183000,176000,Käyttöjarru,Etuakselisto,
2010,Honda,CIVIC,407,12.78,121000,116000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Honda,CR-V,672,7.59,181000,172000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2010,Honda,JAZZ,176,5.11,104000,104000,,,
2010,Hyundai,Mallit yhteensä,1280,17.89,136000,127000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Hyundai,I20,454,13.22,105000,103000,"Käyttöjarrun
dynamometritesti",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2010,Hyundai,I30,586,20.82,149000,144000,"Seisontajarrun
dynamometritesti",Käyttöjarru,Taka-akselisto
2010,Hyundai,SONATA,103,18.45,155000,140000,Käyttöjarru,,
2010,Kia,Mallit yhteensä,1826,20.87,152000,142000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Kia,CEED,1566,20.18,151000,142000,"Seisontajarrun
dynamometritesti",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Lexus,Mallit yhteensä,162,4.94,158000,156000,,,
2010,Lexus,RX450H,111,5.41,159000,157000,,,
2010,Mazda,Mallit yhteensä,1383,15.98,152000,144000,Etuakselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Mazda,3,398,14.82,130000,122000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)",Käyttöjarru
2010,Mazda,6,757,12.29,169000,159000,Käyttöjarru,"Käyttöjarrun
dynamometritesti",Etuakselisto
2010,Mercedes-Benz,Mallit yhteensä,3908,16.1,215000,197000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Etuakselisto
2010,Mercedes-Benz,A,291,10.31,113000,104000,"Jousitus ja
iskunvaimennus",,
2010,Mercedes-Benz,B,210,19.05,140000,135000,"Jousitus ja
iskunvaimennus",Etuakselisto,
2010,Mercedes-Benz,C,1114,14.72,204000,199000,Etuakselisto,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus"
2010,Mercedes-Benz,E,1759,15.63,232000,215000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Mercedes-Benz,GLK,158,18.99,191000,188000,,,
2010,Mercedes-Benz,SPRINTER,113,30.97,435000,452000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",Käyttöjarru
2010,Mini,Mallit yhteensä,143,11.89,117000,113000,,,
2010,Mini,COOPER,132,11.36,116000,111000,,,
2010,Mitsubishi,Mallit yhteensä,321,17.13,158000,150000,"Ohjausnivelet ja
-tangot",Käyttöjarru,Etuakselisto
2010,Mitsubishi,LANCER,119,17.65,137000,132000,,,
2010,Nissan,Mallit yhteensä,2944,28.19,147000,143000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2010,Nissan,MICRA,182,16.48,96000,95000,Etuakselisto,,
2010,Nissan,NOTE,509,22.4,126000,120000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Nissan,QASHQAI,1424,29.71,151000,147000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2010,Nissan,QASHQAI+2,567,34.74,176000,172000,Etuakselisto,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot"
2010,Nissan,TIIDA,139,23.74,109000,105000,Etuakselisto,,
2010,Opel,Mallit yhteensä,2239,17.51,147000,138000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Seisontajarrun
dynamometritesti"
2010,Opel,ASTRA,1520,18.03,139000,134000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti",Käyttöjarru
2010,Opel,CORSA,231,18.18,113000,105000,"Jousitus ja
iskunvaimennus",,
2010,Opel,INSIGNIA,385,13.51,195000,186000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Peugeot,Mallit yhteensä,1981,27.76,157000,151000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2010,Peugeot,206,166,20.48,86000,87000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2010,Peugeot,207,319,25.08,111000,105000,Etuakselisto,"Ohjausnivelet ja
-tangot","Käyttöjarrun
dynamometritesti"
2010,Peugeot,3008,586,31.23,177000,174000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2010,Peugeot,308,475,26.95,163000,156000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2010,Peugeot,5008,244,33.2,208000,195000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2010,Renault,Mallit yhteensä,876,27.05,152000,146000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Jousitus ja
iskunvaimennus"
2010,Renault,CLIO,142,30.99,101000,89000,"Ohjausnivelet ja
-tangot",Etuakselisto,"Jousitus ja
iskunvaimennus"
2010,Renault,MEGANE,443,24.15,154000,150000,Etuakselisto,"Ohjausnivelet ja
-tangot",
2010,Renault,MEGANE SCENIC,245,29.8,175000,165000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2010,Saab,Mallit yhteensä,106,21.7,178000,180000,,,
2010,Seat,Mallit yhteensä,597,15.24,171000,160000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Seat,ALTEA XL,125,21.6,190000,192000,"Jousitus ja
iskunvaimennus",,
2010,Seat,EXEO,138,11.59,196000,188000,Käyttöjarru,,
2010,Seat,IBIZA,140,13.57,123000,122000,,,
2010,Seat,LEON,151,13.91,169000,162000,"Jousitus ja
iskunvaimennus",,
2010,Skoda,Mallit yhteensä,4690,12.79,187000,177000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2010,Skoda,FABIA,313,7.99,127000,114000,"Jousitus ja
iskunvaimennus",,
2010,Skoda,OCTAVIA,3084,12.87,185000,176000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Skoda,SUPERB,812,15.52,226000,218000,"Jousitus ja
iskunvaimennus",Etuakselisto,Taka-akselisto
2010,Skoda,YETI,442,9.28,171000,161000,"Jousitus ja
iskunvaimennus",,
2010,Subaru,Mallit yhteensä,631,15.06,193000,189000,Taka-akselisto,Etuakselisto,Käyttöjarru
2010,Subaru,FORESTER,259,18.15,184000,173000,Taka-akselisto,,
2010,Subaru,LEGACY,368,13.04,200000,202000,Taka-akselisto,Etuakselisto,Käyttöjarru
2010,Suzuki,Mallit yhteensä,418,10.53,110000,108000,"Jousitus ja
iskunvaimennus",,
2010,Suzuki,ALTO,146,8.22,90000,88000,,,
2010,Suzuki,SX4,177,9.04,117000,115000,,,
2010,Toyota,Mallit yhteensä,6779,8.69,150000,139000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti"
2010,Toyota,AURIS,934,7.28,124000,114000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2010,Toyota,AVENSIS,2132,8.11,173000,162000,Taka-akselisto,Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Toyota,AYGO,138,12.32,97000,93000,,,
2010,Toyota,COROLLA,559,5.9,123000,119000,Käyttöjarru,"Seisontajarrun
dynamometritesti",
2010,Toyota,LAND CRUISER,161,9.32,227000,221000,,,
2010,Toyota,PRIUS,348,7.76,154000,149000,Käyttöjarru,,
2010,Toyota,RAV4,309,9.39,167000,163000,"Jousitus ja
iskunvaimennus",,
2010,Toyota,URBAN CRUISER,290,7.59,140000,135000,Käyttöjarru,,
2010,Toyota,VERSO,618,9.22,177000,167000,"Seisontajarrun
dynamometritesti",,
2010,Toyota,YARIS,1180,11.69,114000,105000,"Jousitus ja
iskunvaimennus",Käyttöjarru,"Käyttöjarrun
dynamometritesti"
2010,Volkswagen,Mallit yhteensä,7791,14.23,170000,156000,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti",Käyttöjarru
2010,Volkswagen,CADDY,207,16.91,247000,228000,Etuakselisto,,
2010,Volkswagen,CC,200,15,161000,148000,"Jousitus ja
iskunvaimennus",,
2010,Volkswagen,GOLF,3385,14.33,159000,152000,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
2010,Volkswagen,GOLF PLUS,571,7.88,128000,119000,"Käyttöjarrun
dynamometritesti",,
2010,Volkswagen,JETTA,249,14.86,147000,137000,"Jousitus ja
iskunvaimennus",,
2010,Volkswagen,PASSAT,1220,14.92,215000,211000,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet,"Sisäinen
valvontajärjestelmä
(OBD)"
2010,Volkswagen,POLO,1116,12.37,118000,110000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2010,Volkswagen,TIGUAN,246,11.79,191000,186000,"Jousitus ja
iskunvaimennus",Etuakselisto,
2010,Volkswagen,TOURAN,262,20.99,212000,206000,"Jousitus ja
iskunvaimennus","Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2010,Volkswagen,TRANSPORTER,120,25,417000,417000,"Ohjausnivelet ja
-tangot",,
2010,Volvo,Mallit yhteensä,4122,14.31,219000,209000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2010,Volvo,C30,132,17.42,164000,162000,Etuakselisto,,
2010,Volvo,S40,235,13.62,174000,169000,Etuakselisto,"Jousitus ja
iskunvaimennus",
2010,Volvo,S80,226,12.39,228000,208000,,,
2010,Volvo,V50,903,19.93,204000,199000,Etuakselisto,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2010,Volvo,V70,1523,13.07,248000,233000,Käyttöjarru,Taka-akselisto,"Ohjausnivelet ja
-tangot"
2010,Volvo,XC60,815,10.67,209000,207000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Taka-akselisto
2010,Volvo,XC70,139,11.51,227000,216000,,,
2011,Merkit yhteensä,Mallit yhteensä,61264,13.57,153000,141000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Alfa Romeo,Mallit yhteensä,236,16.95,127000,121000,"Sisäinen
valvontajärjestelmä
(OBD)",,
2011,Alfa Romeo,GIULIETTA,183,16.39,126000,121000,,,
2011,Audi,Mallit yhteensä,3469,7.58,164000,159000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2011,Audi,A1,129,15.5,95000,93000,,,
2011,Audi,A3,560,10.18,132000,127000,"Käyttöjarrun
dynamometritesti",Renkaat ja vanteet,
2011,Audi,A4,1190,6.72,170000,163000,"Jousitus ja
iskunvaimennus",Asiapaperit,Renkaat ja vanteet
2011,Audi,A5,304,6.91,156000,150000,,,
2011,Audi,A6,577,7.8,196000,188000,Renkaat ja vanteet,,
2011,Audi,A7,201,7.46,168000,165000,,,
2011,Audi,Q5,289,4.15,178000,178000,,,
2011,Audi,Q7,109,6.42,194000,181000,,,
2011,BMW,Mallit yhteensä,3093,14.61,177000,172000,Etuakselisto,"Jousitus ja
iskunvaimennus",Taka-akselisto
2011,BMW,1,295,8.81,127000,122000,,,
2011,BMW,3,645,17.36,170000,168000,Taka-akselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,BMW,5,1430,16.22,196000,190000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,BMW,X1,190,13.16,149000,145000,Etuakselisto,,
2011,BMW,X3,267,14.23,183000,166000,"Jousitus ja
iskunvaimennus",,
2011,BMW,X5,141,7.8,188000,173000,,,
2011,Chevrolet,Mallit yhteensä,631,24.56,122000,113000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2011,Chevrolet,CRUZE,366,29.23,121000,117000,"Jousitus ja
iskunvaimennus",Käyttöjarru,Etuakselisto
2011,Chevrolet,SPARK,104,17.31,94000,88000,,,
2011,Citroen,Mallit yhteensä,1492,17.49,127000,113000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Citroen,C1,103,10.68,79000,72000,Käyttöjarru,,
2011,Citroen,C3,280,17.5,90000,88000,Etuakselisto,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2011,Citroen,C4,497,12.88,129000,118000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Citroen,C5,268,17.54,173000,164000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)",
2011,Dacia,Mallit yhteensä,292,33.56,141000,129000,Etuakselisto,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus"
2011,Dacia,DUSTER,237,31.22,147000,135000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2011,Fiat,Mallit yhteensä,431,24.59,96000,87000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2011,Fiat,500,143,29.37,81000,77000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Fiat,PUNTO,229,24.02,94000,89000,"Jousitus ja
iskunvaimennus","Sisäinen
valvontajärjestelmä
(OBD)","Ohjausnivelet ja
-tangot"
2011,Ford,Mallit yhteensä,4908,14.51,148000,136000,"Jousitus ja
iskunvaimennus",Etuakselisto,"Ohjausnivelet ja
-tangot"
2011,Ford,C-MAX,358,8.66,151000,147000,Käyttöjarru,,
2011,Ford,FIESTA,928,16.16,96000,92000,"Ohjausnivelet ja
-tangot","Jousitus ja
iskunvaimennus",Etuakselisto
2011,Ford,FOCUS,1677,12.58,131000,127000,"Jousitus ja
iskunvaimennus",Etuakselisto,Käyttöjarru
2011,Ford,FUSION,136,3.68,100000,92000,,,
2011,Ford,GRAND C-MAX,181,16.57,175000,172000,,,
2011,Ford,KUGA,151,16.56,181000,177000,"Jousitus ja
iskunvaimennus",,
2011,Ford,MONDEO,1050,15.81,190000,178000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Käyttöjarru
2011,Ford,S-MAX,226,22.12,211000,196000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot",Käyttöjarru
2011,Honda,Mallit yhteensä,1600,7.94,139000,132000,Käyttöjarru,"Jousitus ja
iskunvaimennus",Renkaat ja vanteet
2011,Honda,ACCORD,366,9.02,159000,151000,Käyttöjarru,Etuakselisto,"Käyttöjarrun
dynamometritesti"
2011,Honda,CIVIC,291,11.68,105000,102000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2011,Honda,CR-V,601,5.82,165000,161000,Käyttöjarru,,
2011,Honda,JAZZ,279,6.09,96000,91000,,,
2011,Hyundai,Mallit yhteensä,2021,15.19,122000,111000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2011,Hyundai,I20,512,10.16,98000,88000,Käyttöjarru,"Käyttöjarrun
dynamometritesti","Seisontajarrun
dynamometritesti"
2011,Hyundai,I30,1066,14.17,122000,112000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2011,Hyundai,IX35,254,25.59,146000,139000,"Ohjausnivelet ja
-tangot",Etuakselisto,Käyttöjarru
2011,Kia,Mallit yhteensä,2571,18.24,133000,125000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2011,Kia,CEED,1343,17.27,135000,128000,"Seisontajarrun
dynamometritesti",Etuakselisto,Käyttöjarru
2011,Kia,SORENTO,213,31.46,183000,182000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2011,Kia,SPORTAGE,313,25.88,161000,151000,Etuakselisto,"Ohjausnivelet ja
-tangot",Taka-akselisto
2011,Kia,VENGA,582,11.86,100000,92000,Käyttöjarru,"Jousitus ja
iskunvaimennus",
2011,Land Rover,Mallit yhteensä,127,15.75,184000,170000,,,
2011,Lexus,Mallit yhteensä,172,3.49,144000,132000,,,
2011,Lexus,CT200H,103,4.85,147000,132000,,,
2011,Mazda,Mallit yhteensä,1003,12.56,127000,122000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2011,Mazda,2,119,10.92,86000,87000,,,
2011,Mazda,3,247,11.74,105000,101000,Etuakselisto,,
2011,Mazda,6,547,11.15,144000,138000,Käyttöjarru,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)"
2011,Mercedes-Benz,Mallit yhteensä,3764,14.08,199000,176000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Mercedes-Benz,A,140,10,92000,85000,,,
2011,Mercedes-Benz,B,181,16.57,114000,104000,"Jousitus ja
iskunvaimennus",,
2011,Mercedes-Benz,C,1414,13.15,182000,171000,"Seisontajarrun
dynamometritesti",Käyttöjarru,
2011,Mercedes-Benz,CLS,142,7.04,150000,142000,,,
2011,Mercedes-Benz,E,1214,12.6,223000,204000,"Seisontajarrun
dynamometritesti","Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Mercedes-Benz,GLK,201,17.91,177000,172000,Etuakselisto,,
2011,Mercedes-Benz,SPRINTER,124,31.45,463000,451000,"Seisontajarrun
dynamometritesti","Ohjausnivelet ja
-tangot",
2011,Mini,Mallit yhteensä,181,9.94,108000,99000,,,
2011,Mini,COOPER,174,9.77,108000,99000,,,
2011,Mitsubishi,Mallit yhteensä,626,11.82,148000,144000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2011,Mitsubishi,ASX,314,9.24,150000,146000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2011,Mitsubishi,OUTLANDER,174,18.39,179000,181000,Käyttöjarru,,
2011,Nissan,Mallit yhteensä,3444,23.05,129000,122000,Etuakselisto,Käyttöjarru,"Seisontajarrun
dynamometritesti"
2011,Nissan,JUKE,588,27.21,117000,111000,Etuakselisto,"Ohjausnivelet ja
-tangot",Käyttöjarru
2011,Nissan,MICRA,434,15.44,86000,81000,Etuakselisto,"Käyttöjarrun
dynamometritesti",Käyttöjarru
2011,Nissan,NOTE,294,18.37,100000,97000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Nissan,QASHQAI,1326,19.98,135000,128000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2011,Nissan,QASHQAI+2,674,32.2,161000,155000,Etuakselisto,"Seisontajarrun
dynamometritesti",Käyttöjarru
2011,Opel,Mallit yhteensä,2522,12.85,139000,129000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2011,Opel,ASTRA,1681,10.53,138000,130000,Käyttöjarru,"Seisontajarrun
dynamometritesti","Käyttöjarrun
dynamometritesti"
2011,Opel,CORSA,313,20.77,97000,91000,"Jousitus ja
iskunvaimennus",,
2011,Opel,INSIGNIA,317,14.2,195000,190000,Käyttöjarru,"Jousitus ja
iskunvaimennus","Käyttöjarrun
dynamometritesti"
2011,Opel,ZAFIRA,110,22.73,154000,146000,Etuakselisto,,
2011,Peugeot,Mallit yhteensä,1912,17.57,139000,128000,Etuakselisto,Käyttöjarru,"Jousitus ja
iskunvaimennus"
2011,Peugeot,206,120,22.5,84000,78000,,,
2011,Peugeot,207,318,14.47,98000,91000,Etuakselisto,"Sisäinen
valvontajärjestelmä
(OBD)","Käyttöjarrun
dynamometritesti"
2011,Peugeot,3008,349,23.78,145000,139000,Etuakselisto,"Jousitus ja
iskunvaimennus",Käyttöjarru
2011,Peugeot,308,375,17.87,141000,126000,Etuakselisto,Käyttöjarru,
2011,Peugeot,5008,132,24.24,181000,175000,Etuakselisto,Käyttöjarru,"Sisäinen
valvontajärjestelmä
(OBD)"
2011,Peugeot,508,450,12.67,179000,167000,"Jousitus ja
iskunvaimennus",Etuakselisto,Käyttöjarru
2011,Renault,Mallit yhteensä,764,27.62,134000,129000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2011,Renault,CLIO,106,35.85,96000,90000,Etuakselisto,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot"
2011,Renault,LAGUNA,140,24.29,167000,165000,"Jousitus ja
iskunvaimennus",,
2011,Renault,MEGANE,325,25.23,132000,127000,Etuakselisto,"Ohjausnivelet ja
-tangot",
2011,Renault,MEGANE SCENIC,130,33.08,156000,151000,"Jousitus ja
iskunvaimennus","Ohjausnivelet ja
-tangot",Etuakselisto
2011,Saab,Mallit yhteensä,227,21.59,176000,168000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Käyttöjarru
2011,Saab,9-3,162,25.31,178000,171000,"Jousitus ja
iskunvaimennus",Taka-akselisto,Käyttöjarru
2011,Seat,Mallit yhteensä,806,14.89,143000,134000,Käyttöjarru,Etuakselisto,"Käyttöjarrun
dynamometritesti"
2011,Seat,EXEO,136,22.79,178000,175000,Etuakselisto,Käyttöjarru,Renkaat ja vanteet
2011,Seat,IBIZA,152,13.82,108000,105000,,,
2011,Seat,IBIZA ST,231,8.66,122000,116000,,,
2011,Seat,LEON,142,11.97,143000,134000,,,
